sku,price,name,texture_knit,texture_woven,texture_shirt,neckline,sleeve_length,start_end,closure_front,cutting,fit,pockets,leather_details,slit,shoulder_finishing,pattern,fancy_yarn,detail_1,detail_2,detail_3,detail_4,detail_5,chest_width,length,care_info_short,model_wears,quality,url_key
70001-0307,259.9,Basic Strickponcho,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",,,spitz gestrickter Poncho,"weite, lässige Passform",,,,,,,,,,,,102,90,Handwäsche,Größe One Size ,100% Kaschmir,basic-strickponcho-w161-chde-1
70001-0325,259.9,Basic Strickponcho,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",,,spitz gestrickter Poncho,"weite, lässige Passform",,,,,,,,,,,,102,90,Handwäsche,Größe One Size ,100% Kaschmir,basic-strickponcho-w161-chde-2
70001-0330,259.9,Basic Strickponcho,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",,,spitz gestrickter Poncho,"weite, lässige Passform",,,,,,,,,,,,102,90,Handwäsche,Größe One Size ,100% Kaschmir,basic-strickponcho-w161-chde-3
70001-0331,259.9,Basic Strickponcho,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",,,spitz gestrickter Poncho,"weite, lässige Passform",,,,,,,,,,,,102,90,Handwäsche,Größe One Size ,100% Kaschmir,basic-strickponcho-w161-chde-4
70001-0337,259.9,Basic Strickponcho,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",,,spitz gestrickter Poncho,"weite, lässige Passform",,,,,,,,,,,,102,90,Handwäsche,Größe One Size ,100% Kaschmir,basic-strickponcho-w161-chde-5
70001-0354,259.9,Basic Strickponcho,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",,,spitz gestrickter Poncho,"weite, lässige Passform",,,,,,,,,,,,102,90,Handwäsche,Größe One Size ,100% Kaschmir,basic-strickponcho-w161-chde-6
70001-0370,259.9,Basic Strickponcho,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",,,spitz gestrickter Poncho,"weite, lässige Passform",,,,,,,,,,,,102,90,Handwäsche,Größe One Size ,100% Kaschmir,basic-strickponcho-w161-chde-7
70001-0373,259.9,Basic Strickponcho,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",,,spitz gestrickter Poncho,"weite, lässige Passform",,,,,,,,,,,,102,90,Handwäsche,Größe One Size ,100% Kaschmir,basic-strickponcho-w161-chde-8
70002-0305,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-9
70002-0307,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-10
70002-0311,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-11
70002-0318,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-12
70002-0325,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-13
70002-0330,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-14
70002-0331,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-15
70002-0337,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-16
70002-0354,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-17
70002-0357,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-18
70002-0359,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-19
70002-0366,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-20
70002-0371,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-21
70002-0373,159.9,Oversized Kaschmirschal,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,40,175,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-22
70003-0307,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-23
70003-0312,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-24
70003-0318,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-25
70003-0325,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-26
70003-0330,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-27
70003-0331,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-28
70003-0337,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-29
70003-0354,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-30
70003-0357,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-31
70003-0359,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-32
70003-0366,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-33
70003-0367,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-34
70003-0368,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-35
70003-0370,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-36
70003-0371,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-37
70003-0373,269.9,Dreieckiger Kaschmirschal,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,,,,,,220,150,Handwäsche,Größe One Size ,100% Kaschmir,dreieckiger-kaschmirschal-w161-chde-38
70005-0305,269.9,Großer Kaschmirschal,Feinstrick,,,,,,,gerade gestrickter Schal,,,,,,,,,,,,,75,200,Handwäsche,Größe One Size ,100% Kaschmir,grosser-kaschmirschal-w161-chde-39
70005-0307,269.9,Großer Kaschmirschal,Feinstrick,,,,,,,gerade gestrickter Schal,,,,,,,,,,,,,75,200,Handwäsche,Größe One Size ,100% Kaschmir,grosser-kaschmirschal-w161-chde-40
70005-0330,269.9,Großer Kaschmirschal,Feinstrick,,,,,,,gerade gestrickter Schal,,,,,,,,,,,,,75,200,Handwäsche,Größe One Size ,100% Kaschmir,grosser-kaschmirschal-w161-chde-41
70005-0359,269.9,Großer Kaschmirschal,Feinstrick,,,,,,,gerade gestrickter Schal,,,,,,,,,,,,,75,200,Handwäsche,Größe One Size ,100% Kaschmir,grosser-kaschmirschal-w161-chde-42
70005-0366,269.9,Großer Kaschmirschal,Feinstrick,,,,,,,gerade gestrickter Schal,,,,,,,,,,,,,75,200,Handwäsche,Größe One Size ,100% Kaschmir,grosser-kaschmirschal-w161-chde-43
70005-0376,269.9,Großer Kaschmirschal,Feinstrick,,,,,,,gerade gestrickter Schal,,,,,,,,,,,,,75,200,Handwäsche,Größe One Size ,100% Kaschmir,grosser-kaschmirschal-w161-chde-44
70006-0307,229.9,Oversized Kaschmirschal,leichter Grobstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,85,200,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-45
70006-0312,229.9,Oversized Kaschmirschal,leichter Grobstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,85,200,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-46
70006-0318,229.9,Oversized Kaschmirschal,leichter Grobstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,85,200,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-47
70006-0325,229.9,Oversized Kaschmirschal,leichter Grobstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,85,200,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-48
70006-0330,229.9,Oversized Kaschmirschal,leichter Grobstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,85,200,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-49
70006-0331,229.9,Oversized Kaschmirschal,leichter Grobstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,85,200,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-50
70006-0337,229.9,Oversized Kaschmirschal,leichter Grobstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,85,200,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-51
70006-0354,229.9,Oversized Kaschmirschal,leichter Grobstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,85,200,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-52
70006-0357,229.9,Oversized Kaschmirschal,leichter Grobstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,85,200,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-53
70006-0359,229.9,Oversized Kaschmirschal,leichter Grobstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,85,200,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-54
70006-0366,229.9,Oversized Kaschmirschal,leichter Grobstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,85,200,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-55
70006-0373,229.9,Oversized Kaschmirschal,leichter Grobstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,85,200,Handwäsche,Größe One Size ,100% Kaschmir,oversized-kaschmirschal-w161-chde-56
70008-0305,129.9,Schal aus Kaschmir,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,28,175,Handwäsche,Größe One Size ,100% Kaschmir,schal-kaschmir-w161-chde-57
70008-0311,129.9,Schal aus Kaschmir,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,28,175,Handwäsche,Größe One Size ,100% Kaschmir,schal-kaschmir-w161-chde-58
70008-0325,129.9,Schal aus Kaschmir,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,28,175,Handwäsche,Größe One Size ,100% Kaschmir,schal-kaschmir-w161-chde-59
70008-0332,129.9,Schal aus Kaschmir,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,28,175,Handwäsche,Größe One Size ,100% Kaschmir,schal-kaschmir-w161-chde-60
70008-0354,129.9,Schal aus Kaschmir,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,28,175,Handwäsche,Größe One Size ,100% Kaschmir,schal-kaschmir-w161-chde-61
70008-0359,129.9,Schal aus Kaschmir,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,28,175,Handwäsche,Größe One Size ,100% Kaschmir,schal-kaschmir-w161-chde-62
70008-0366,129.9,Schal aus Kaschmir,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,28,175,Handwäsche,Größe One Size ,100% Kaschmir,schal-kaschmir-w161-chde-63
70008-0370,129.9,Schal aus Kaschmir,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,28,175,Handwäsche,Größe One Size ,100% Kaschmir,schal-kaschmir-w161-chde-64
70008-0371,129.9,Schal aus Kaschmir,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,28,175,Handwäsche,Größe One Size ,100% Kaschmir,schal-kaschmir-w161-chde-65
70008-0373,129.9,Schal aus Kaschmir,Feinstrick,,,,,gerippte Abschlüsse,,gerade gestrickter Schal,,,,,,,,,,,,,28,175,Handwäsche,Größe One Size ,100% Kaschmir,schal-kaschmir-w161-chde-66
70009-0305,129.9,Kaschmirschal mit Fransen,Feinstrick,,,,,feine Fransenkanten,,gerade gestrickter Schal,,,,,,,,,,,,,30,170,Handwäsche,Größe One Size ,100% Kaschmir,kaschmirschal-fransen-w161-chde-67
70009-0312,129.9,Kaschmirschal mit Fransen,Feinstrick,,,,,feine Fransenkanten,,gerade gestrickter Schal,,,,,,,,,,,,,30,170,Handwäsche,Größe One Size ,100% Kaschmir,kaschmirschal-fransen-w161-chde-68
70009-0330,129.9,Kaschmirschal mit Fransen,Feinstrick,,,,,feine Fransenkanten,,gerade gestrickter Schal,,,,,,,,,,,,,30,170,Handwäsche,Größe One Size ,100% Kaschmir,kaschmirschal-fransen-w161-chde-69
70009-0357,129.9,Kaschmirschal mit Fransen,Feinstrick,,,,,feine Fransenkanten,,gerade gestrickter Schal,,,,,,,,,,,,,30,170,Handwäsche,Größe One Size ,100% Kaschmir,kaschmirschal-fransen-w161-chde-70
70009-0359,129.9,Kaschmirschal mit Fransen,Feinstrick,,,,,feine Fransenkanten,,gerade gestrickter Schal,,,,,,,,,,,,,30,170,Handwäsche,Größe One Size ,100% Kaschmir,kaschmirschal-fransen-w161-chde-71
70009-0371,129.9,Kaschmirschal mit Fransen,Feinstrick,,,,,feine Fransenkanten,,gerade gestrickter Schal,,,,,,,,,,,,,30,170,Handwäsche,Größe One Size ,100% Kaschmir,kaschmirschal-fransen-w161-chde-72
70009-0373,129.9,Kaschmirschal mit Fransen,Feinstrick,,,,,feine Fransenkanten,,gerade gestrickter Schal,,,,,,,,,,,,,30,170,Handwäsche,Größe One Size ,100% Kaschmir,kaschmirschal-fransen-w161-chde-73
72154-6331,219.9,Poncho mit Print,"Feinstrick, bedruckt",,,U-Boot-Ausschnitt,keine Armlöcher,,,rechteckig gestrickter Poncho,weit und lässig,,,,,,,ornamental bedruckte Kante,,,,,75,70,Handwäsche,Größe One Size ,80% Wolle / 20% Kaschmir,poncho-print-w161-chde-74
72199-6307,359.9,Zweifarbiges Tuch,gedoppelter Feinstrick,,,,,Fransensaum,,dreieckig gestricktes Tuch,,,,,,,,zweifarbig,,,,,185,130,Handwäsche,Größe One Size ,80% Wolle / 20% Kaschmir,zweifarbiges-tuch-w161-chde-75
72199-6325,359.9,Zweifarbiges Tuch,gedoppelter Feinstrick,,,,,Fransensaum,,dreieckig gestricktes Tuch,,,,,,,,zweifarbig,,,,,185,130,Handwäsche,Größe One Size ,80% Wolle / 20% Kaschmir,zweifarbiges-tuch-w161-chde-76
72200-6313,149.9,Kaschmir-Handschuhe,Feinstrick,,,,,"breite, gerippte Bündchen",,gestrickte Handschuhe,,,,,,,,Dessin aus Strass-Steinchen,,,,,8,26,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-handschuhe-w161-chde-77
72200-6325,149.9,Kaschmir-Handschuhe,Feinstrick,,,,,"breite, gerippte Bündchen",,gestrickte Handschuhe,,,,,,,,Dessin aus Strass-Steinchen,,,,,8,26,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-handschuhe-w161-chde-78
72200-6332,149.9,Kaschmir-Handschuhe,Feinstrick,,,,,"breite, gerippte Bündchen",,gestrickte Handschuhe,,,,,,,,Dessin aus Strass-Steinchen,,,,,8,26,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-handschuhe-w161-chde-79
72200-6359,149.9,Kaschmir-Handschuhe,Feinstrick,,,,,"breite, gerippte Bündchen",,gestrickte Handschuhe,,,,,,,,Dessin aus Strass-Steinchen,,,,,8,26,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-handschuhe-w161-chde-80
72201-6307,449.9,Kaschmir-Cape,leichter Grobstrick,,,,Raglanarmlöcher,"breite, gerippte Bündchen",offene Front mit breitem Rippsaum,rund gestricktes Cape,weit und lässig,,,,,,,,,,,,100,78,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-cape-w161-chde-81
72201-6321,449.9,Kaschmir-Cape,leichter Grobstrick,,,,Raglanarmlöcher,"breite, gerippte Bündchen",offene Front mit breitem Rippsaum,rund gestricktes Cape,weit und lässig,,,,,,,,,,,,100,78,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-cape-w161-chde-82
72201-6325,449.9,Kaschmir-Cape,leichter Grobstrick,,,,Raglanarmlöcher,"breite, gerippte Bündchen",offene Front mit breitem Rippsaum,rund gestricktes Cape,weit und lässig,,,,,,,,,,,,100,78,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-cape-w161-chde-83
72201-6373,449.9,Kaschmir-Cape,leichter Grobstrick,,,,Raglanarmlöcher,"breite, gerippte Bündchen",offene Front mit breitem Rippsaum,rund gestricktes Cape,weit und lässig,,,,,,,,,,,,100,78,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-cape-w161-chde-84
72202-6307,259.9,Kaschmir-Poncho mit Fransen,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",feine Fransenkanten,,rechteckig gestrickter Poncho,weit und lässig,,,,,,, fällt beim Tragen asymmetrisch,,,,,82,60,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-poncho-fransen-w161-chde-85
72202-6312,259.9,Kaschmir-Poncho mit Fransen,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",feine Fransenkanten,,rechteckig gestrickter Poncho,weit und lässig,,,,,,, fällt beim Tragen asymmetrisch,,,,,82,60,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-poncho-fransen-w161-chde-86
72202-6318,259.9,Kaschmir-Poncho mit Fransen,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",feine Fransenkanten,,rechteckig gestrickter Poncho,weit und lässig,,,,,,, fällt beim Tragen asymmetrisch,,,,,82,60,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-poncho-fransen-w161-chde-87
72202-6325,259.9,Kaschmir-Poncho mit Fransen,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",feine Fransenkanten,,rechteckig gestrickter Poncho,weit und lässig,,,,,,, fällt beim Tragen asymmetrisch,,,,,82,60,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-poncho-fransen-w161-chde-88
72202-6330,259.9,Kaschmir-Poncho mit Fransen,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",feine Fransenkanten,,rechteckig gestrickter Poncho,weit und lässig,,,,,,, fällt beim Tragen asymmetrisch,,,,,82,60,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-poncho-fransen-w161-chde-89
72202-6332,259.9,Kaschmir-Poncho mit Fransen,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",feine Fransenkanten,,rechteckig gestrickter Poncho,weit und lässig,,,,,,, fällt beim Tragen asymmetrisch,,,,,82,60,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-poncho-fransen-w161-chde-90
72202-6337,259.9,Kaschmir-Poncho mit Fransen,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",feine Fransenkanten,,rechteckig gestrickter Poncho,weit und lässig,,,,,,, fällt beim Tragen asymmetrisch,,,,,82,60,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-poncho-fransen-w161-chde-91
72202-6357,259.9,Kaschmir-Poncho mit Fransen,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",feine Fransenkanten,,rechteckig gestrickter Poncho,weit und lässig,,,,,,, fällt beim Tragen asymmetrisch,,,,,82,60,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-poncho-fransen-w161-chde-92
72202-6370,259.9,Kaschmir-Poncho mit Fransen,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",feine Fransenkanten,,rechteckig gestrickter Poncho,weit und lässig,,,,,,, fällt beim Tragen asymmetrisch,,,,,82,60,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-poncho-fransen-w161-chde-93
72202-6373,259.9,Kaschmir-Poncho mit Fransen,Feinstrick,,,U-Boot-Ausschnitt,"offene Seiten, keine Armlöcher",feine Fransenkanten,,rechteckig gestrickter Poncho,weit und lässig,,,,,,, fällt beim Tragen asymmetrisch,,,,,82,60,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-poncho-fransen-w161-chde-94
72204-6313,299.9,Tuch aus Kaschmir mit Strass,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,Dessin aus Strass-Steinchen,,,,,185,130,Handwäsche,Größe One Size ,100% Kaschmir,tuch-kaschmir-strass-w161-chde-95
72204-6325,299.9,Tuch aus Kaschmir mit Strass,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,Dessin aus Strass-Steinchen,,,,,185,130,Handwäsche,Größe One Size ,100% Kaschmir,tuch-kaschmir-strass-w161-chde-96
72204-6332,299.9,Tuch aus Kaschmir mit Strass,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,Dessin aus Strass-Steinchen,,,,,185,130,Handwäsche,Größe One Size ,100% Kaschmir,tuch-kaschmir-strass-w161-chde-97
72204-6359,299.9,Tuch aus Kaschmir mit Strass,Feinstrick,,,,,,,dreieckig gestricktes Tuch,,,,,,,,Dessin aus Strass-Steinchen,,,,,185,130,Handwäsche,Größe One Size ,100% Kaschmir,tuch-kaschmir-strass-w161-chde-98
72205-6313,159.9,Kaschmir-Mütze,Feinstrick,,,,,"breiter, elastischer Bund",,gestrickte Mütze,lässig,,,,,,,Dessin aus Strass-Steinchen,,,,,23,29,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-muetze-w161-chde-99
72205-6325,159.9,Kaschmir-Mütze,Feinstrick,,,,,"breiter, elastischer Bund",,gestrickte Mütze,lässig,,,,,,,Dessin aus Strass-Steinchen,,,,,23,29,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-muetze-w161-chde-100
72205-6332,159.9,Kaschmir-Mütze,Feinstrick,,,,,"breiter, elastischer Bund",,gestrickte Mütze,lässig,,,,,,,Dessin aus Strass-Steinchen,,,,,23,29,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-muetze-w161-chde-101
72205-6359,159.9,Kaschmir-Mütze,Feinstrick,,,,,"breiter, elastischer Bund",,gestrickte Mütze,lässig,,,,,,,Dessin aus Strass-Steinchen,,,,,23,29,Handwäsche,Größe One Size ,100% Kaschmir,kaschmir-muetze-w161-chde-102
72212-6307,319.9,Strickcape,Feinstrick,,,,"offene Seiten, keine Armlöcher",gerippte Abschlüsse,offene Front mit breitem Rippsaum,rechteckig gestricktes Cape,weit und lässig,,,,,,,,,,,,80,92,Handwäsche,Größe One Size ,80% Wolle / 20% Kaschmir,strickcape-w161-chde-103
72212-6321,319.9,Strickcape,Feinstrick,,,,"offene Seiten, keine Armlöcher",gerippte Abschlüsse,offene Front mit breitem Rippsaum,rechteckig gestricktes Cape,weit und lässig,,,,,,,,,,,,80,92,Handwäsche,Größe One Size ,80% Wolle / 20% Kaschmir,strickcape-w161-chde-104
72212-6330,319.9,Strickcape,Feinstrick,,,,"offene Seiten, keine Armlöcher",gerippte Abschlüsse,offene Front mit breitem Rippsaum,rechteckig gestricktes Cape,weit und lässig,,,,,,,,,,,,80,92,Handwäsche,Größe One Size ,80% Wolle / 20% Kaschmir,strickcape-w161-chde-105
72212-6337,319.9,Strickcape,Feinstrick,,,,"offene Seiten, keine Armlöcher",gerippte Abschlüsse,offene Front mit breitem Rippsaum,rechteckig gestricktes Cape,weit und lässig,,,,,,,,,,,,80,92,Handwäsche,Größe One Size ,80% Wolle / 20% Kaschmir,strickcape-w161-chde-106
