sku,price,name,texture_knit,texture_woven,texture_shirt,neckline,sleeve_length,start_end,closure_front,cutting,fit,pockets,leather_details,slit,shoulder_finishing,pattern,fancy_yarn,detail_1,detail_2,detail_3,detail_4,detail_5,chest_width,length,care_info_short,model_wears,quality,url_key
85219-6632,279.9,Pullover aus Kaschmir-Mouliné,Feinstrick,,,U-Boot-Ausschnitt mit Rippkante,3/4 Ärmel mit Fransenkante,Fransensaum,,gerade gestrickter Pullover,"kurze, kastige Passform",,,,,,Mouliné-Garn,,,,,,52,54,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-kaschmir-mouline-w161-chde-281
85219-6670,279.9,Pullover aus Kaschmir-Mouliné,Feinstrick,,,U-Boot-Ausschnitt mit Rippkante,3/4 Ärmel mit Fransenkante,Fransensaum,,gerade gestrickter Pullover,"kurze, kastige Passform",,,,,,Mouliné-Garn,,,,,,52,54,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-kaschmir-mouline-w161-chde-282
85221-6632,339.9,Melierter Kaschmir-Cardigan,Feinstrick,,,angestrickter Kragen,lange Ärmel mit Rippbündchen,Rippstrickbündchen,offene Front,gerade gestrickter Cardigan,lässige Passform,aufgesetzte Taschen mit Fransenkante,,,,,Mouliné-Garn,,,,,,50,64,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,melierter-kaschmir-cardigan-w161-chde-283
85221-6670,339.9,Melierter Kaschmir-Cardigan,Feinstrick,,,angestrickter Kragen,lange Ärmel mit Rippbündchen,Rippstrickbündchen,offene Front,gerade gestrickter Cardigan,lässige Passform,aufgesetzte Taschen mit Fransenkante,,,,,Mouliné-Garn,,,,,,50,64,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,melierter-kaschmir-cardigan-w161-chde-284
85223-6305,389.9,Pullover in A-Linie,Feinstrick,,,gerippter Rollkragen,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,in A-Linie gestrickter Pullover,lässige Passform,,,,,,,Saum ist vorn kürzer als hinten,,,,,48,64,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-a-linie-w161-chde-285
85223-6366,389.9,Pullover in A-Linie,Feinstrick,,,gerippter Rollkragen,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,in A-Linie gestrickter Pullover,lässige Passform,,,,,,,Saum ist vorn kürzer als hinten,,,,,48,64,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-a-linie-w161-chde-286
85223-6371,389.9,Pullover in A-Linie,Feinstrick,,,gerippter Rollkragen,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,in A-Linie gestrickter Pullover,lässige Passform,,,,,,,Saum ist vorn kürzer als hinten,,,,,48,64,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-a-linie-w161-chde-287
85223-6376,389.9,Pullover in A-Linie,Feinstrick,,,gerippter Rollkragen,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,in A-Linie gestrickter Pullover,lässige Passform,,,,,,,Saum ist vorn kürzer als hinten,,,,,48,64,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-a-linie-w161-chde-288
85224-6312,359.9,Pullover mit Fransen,Feinstrick,,,U-Boot-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Fransensaum,,gerade gestrickter Pullover,"kurze, kastige Passform",,,,überschnittene Schultern,,,extra lange Fransen,,,,,58,47,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-fransen-w161-chde-289
85224-6325,359.9,Pullover mit Fransen,Feinstrick,,,U-Boot-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Fransensaum,,gerade gestrickter Pullover,"kurze, kastige Passform",,,,überschnittene Schultern,,,extra lange Fransen,,,,,58,47,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-fransen-w161-chde-290
85224-6373,359.9,Pullover mit Fransen,Feinstrick,,,U-Boot-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Fransensaum,,gerade gestrickter Pullover,"kurze, kastige Passform",,,,überschnittene Schultern,,,extra lange Fransen,,,,,58,47,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-fransen-w161-chde-291
85225-6305,339.9,Kaschmir-Strickjacke,Grobstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippstruktur,Rippstrickbündchen,durchgängige Knopfleiste,gerade gestrickter Cardigan,"kurze, kastige Passform",,,,,,,Strukturmix,,,,,46,48,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-strickjacke-w161-chde-292
85225-6325,339.9,Kaschmir-Strickjacke,Grobstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippstruktur,Rippstrickbündchen,durchgängige Knopfleiste,gerade gestrickter Cardigan,"kurze, kastige Passform",,,,,,,Strukturmix,,,,,46,48,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-strickjacke-w161-chde-293
85225-6337,339.9,Kaschmir-Strickjacke,Grobstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippstruktur,Rippstrickbündchen,durchgängige Knopfleiste,gerade gestrickter Cardigan,"kurze, kastige Passform",,,,,,,Strukturmix,,,,,46,48,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-strickjacke-w161-chde-294
85225-6366,339.9,Kaschmir-Strickjacke,Grobstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippstruktur,Rippstrickbündchen,durchgängige Knopfleiste,gerade gestrickter Cardigan,"kurze, kastige Passform",,,,,,,Strukturmix,,,,,46,48,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-strickjacke-w161-chde-295
85225-6373,339.9,Kaschmir-Strickjacke,Grobstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippstruktur,Rippstrickbündchen,durchgängige Knopfleiste,gerade gestrickter Cardigan,"kurze, kastige Passform",,,,,,,Strukturmix,,,,,46,48,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-strickjacke-w161-chde-296
85226-6302,359.9,Kaschmir-Rundhalspullover,Grobstrick,,,Rundhalsausschnitt mit Rippkante,lange Raglanärmel mit Rippstruktur,Rollsaum,,in A-Linie gestrickter Pullover,lässige Passform,,,,,,,außen liegende Teilungsnähte,,,,,52,58,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-297
85226-6337,359.9,Kaschmir-Rundhalspullover,Grobstrick,,,Rundhalsausschnitt mit Rippkante,lange Raglanärmel mit Rippstruktur,Rollsaum,,in A-Linie gestrickter Pullover,lässige Passform,,,,,,,außen liegende Teilungsnähte,,,,,52,58,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-298
85226-6366,359.9,Kaschmir-Rundhalspullover,Grobstrick,,,Rundhalsausschnitt mit Rippkante,lange Raglanärmel mit Rippstruktur,Rollsaum,,in A-Linie gestrickter Pullover,lässige Passform,,,,,,,außen liegende Teilungsnähte,,,,,52,58,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-299
85226-6376,359.9,Kaschmir-Rundhalspullover,Grobstrick,,,Rundhalsausschnitt mit Rippkante,lange Raglanärmel mit Rippstruktur,Rollsaum,,in A-Linie gestrickter Pullover,lässige Passform,,,,,,,außen liegende Teilungsnähte,,,,,52,58,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-300
85227-6631,389.9,Weiter Pullover,Feinstrick aus Tweedgarn,,,tiefer V-Ausschnitt mit Rippkante,lange Ärmel mit Rippstruktur,Rippstrickbündchen,,oversized gestrickter Pullover,"weite, lässige Passform",,,Seitenschlitze,überschnittene Schultern,,Tweedgarn,Saum vorne ist kürzer als hinten,,,,,78,68,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,weiter-pullover-w161-chde-301
85227-6632,389.9,Weiter Pullover,Feinstrick aus Tweedgarn,,,tiefer V-Ausschnitt mit Rippkante,lange Ärmel mit Rippstruktur,Rippstrickbündchen,,oversized gestrickter Pullover,"weite, lässige Passform",,,Seitenschlitze,überschnittene Schultern,,Tweedgarn,Saum vorne ist kürzer als hinten,,,,,78,68,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,weiter-pullover-w161-chde-302
85231-6631,329.9,Kaschmirpullover aus Tweedgarn,Feinstrick aus Tweedgarn,,,U-Boot-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,gerade gestrickter Pullover,"kurze, kastige Passform",,,Seitenschlitze,,,Tweedgarn,Saum vorne ist kürzer als hinten,,,,,50,55,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmirpullover-tweedgarn-w161-chde-303
85231-6632,329.9,Kaschmirpullover aus Tweedgarn,Feinstrick aus Tweedgarn,,,U-Boot-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,gerade gestrickter Pullover,"kurze, kastige Passform",,,Seitenschlitze,,,Tweedgarn,Saum vorne ist kürzer als hinten,,,,,50,55,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmirpullover-tweedgarn-w161-chde-304
85241-6305,499.9,Strickjacke in Grobstrick,Rippenstrick,,,angestrickter Kragen,lange Ärmel mit Rippstruktur,Rollsaum,offene Front,in A-Linie gestrickter Cardigan,lässige Passform,,,,überschnittene Schultern,,,abgerundeter Saum,,,,,52,68,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,strickjacke-grobstrick-w161-chde-305
85241-6373,499.9,Strickjacke in Grobstrick,Rippenstrick,,,angestrickter Kragen,lange Ärmel mit Rippstruktur,Rollsaum,offene Front,in A-Linie gestrickter Cardigan,lässige Passform,,,,überschnittene Schultern,,,abgerundeter Saum,,,,,52,68,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,strickjacke-grobstrick-w161-chde-306
85241-6376,499.9,Strickjacke in Grobstrick,Rippenstrick,,,angestrickter Kragen,lange Ärmel mit Rippstruktur,Rollsaum,offene Front,in A-Linie gestrickter Cardigan,lässige Passform,,,,überschnittene Schultern,,,abgerundeter Saum,,,,,52,68,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,strickjacke-grobstrick-w161-chde-307
85242-6305,429.9,Pullover mit Stehkragen,Rippenstrick,,,"kurzer, angestrickte Stehkragen",lange Ärmel mit Rippstruktur,Rollsaum,,gerade gestrickter Pullover,lässige Passform,,,,überschnittene Schultern,,,Saum vorne ist kürzer als hinten,,,,,50,70,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-stehkragen-w161-chde-308
85242-6371,429.9,Pullover mit Stehkragen,Rippenstrick,,,"kurzer, angestrickte Stehkragen",lange Ärmel mit Rippstruktur,Rollsaum,,gerade gestrickter Pullover,lässige Passform,,,,überschnittene Schultern,,,Saum vorne ist kürzer als hinten,,,,,50,70,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-stehkragen-w161-chde-309
85242-6373,429.9,Pullover mit Stehkragen,Rippenstrick,,,"kurzer, angestrickte Stehkragen",lange Ärmel mit Rippstruktur,Rollsaum,,gerade gestrickter Pullover,lässige Passform,,,,überschnittene Schultern,,,Saum vorne ist kürzer als hinten,,,,,50,70,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-stehkragen-w161-chde-310
85242-6376,429.9,Pullover mit Stehkragen,Rippenstrick,,,"kurzer, angestrickte Stehkragen",lange Ärmel mit Rippstruktur,Rollsaum,,gerade gestrickter Pullover,lässige Passform,,,,überschnittene Schultern,,,Saum vorne ist kürzer als hinten,,,,,50,70,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-stehkragen-w161-chde-311
85245-6305,479.9,Strickjacke in A-Linie,Feinstrick,,,tiefer V-Ausschnitt mit Rippkante,aufgeschlagene Raglanärmel,Rippstrickbündchen,durchgängige Knopfleiste,in A-Linie gestrickter Cardigan,"weite, lässige Passform",,,hohe Seitenschlitze,,,,außen liegende Teilungsnähte,,,,,66,64,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,strickjacke-a-linie-w161-chde-312
85245-6325,479.9,Strickjacke in A-Linie,Feinstrick,,,tiefer V-Ausschnitt mit Rippkante,aufgeschlagene Raglanärmel,Rippstrickbündchen,durchgängige Knopfleiste,in A-Linie gestrickter Cardigan,"weite, lässige Passform",,,hohe Seitenschlitze,,,,außen liegende Teilungsnähte,,,,,66,64,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,strickjacke-a-linie-w161-chde-313
85246-6313,429.9,Ärmelloser Rollkragenpullover,Feinstrick,,,gerippter Oversize-Rollkragen,"kurze, gerippte Ärmel",,,in A-Linie gestrickter Pullover,"weite, lässige Passform",,,,,,,abgerundeter Saum,,,,,60,70,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,aermelloser-rollkragenpullover-w161-chde-314
85246-6359,429.9,Ärmelloser Rollkragenpullover,Feinstrick,,,gerippter Oversize-Rollkragen,"kurze, gerippte Ärmel",,,in A-Linie gestrickter Pullover,"weite, lässige Passform",,,,,,,abgerundeter Saum,,,,,60,70,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,aermelloser-rollkragenpullover-w161-chde-315
85246-6373,429.9,Ärmelloser Rollkragenpullover,Feinstrick,,,gerippter Oversize-Rollkragen,"kurze, gerippte Ärmel",,,in A-Linie gestrickter Pullover,"weite, lässige Passform",,,,,,,abgerundeter Saum,,,,,60,70,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,aermelloser-rollkragenpullover-w161-chde-316
85300-6305,259.9,Pullover mit V-Ausschnitt aus Kaschmir,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-v-ausschnitt-kaschmir-w161-chde-317
85300-6312,259.9,Pullover mit V-Ausschnitt aus Kaschmir,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-v-ausschnitt-kaschmir-w161-chde-318
85300-6325,259.9,Pullover mit V-Ausschnitt aus Kaschmir,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-v-ausschnitt-kaschmir-w161-chde-319
85300-6331,259.9,Pullover mit V-Ausschnitt aus Kaschmir,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-v-ausschnitt-kaschmir-w161-chde-320
85300-6353,259.9,Pullover mit V-Ausschnitt aus Kaschmir,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-v-ausschnitt-kaschmir-w161-chde-321
85300-6357,259.9,Pullover mit V-Ausschnitt aus Kaschmir,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-v-ausschnitt-kaschmir-w161-chde-322
85300-6370,259.9,Pullover mit V-Ausschnitt aus Kaschmir,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-v-ausschnitt-kaschmir-w161-chde-323
85300-6371,259.9,Pullover mit V-Ausschnitt aus Kaschmir,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-v-ausschnitt-kaschmir-w161-chde-324
85300-6373,259.9,Pullover mit V-Ausschnitt aus Kaschmir,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,pullover-v-ausschnitt-kaschmir-w161-chde-325
85301-6305,259.9,Kaschmir Rundhalspullover,Feinstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-326
85301-6312,259.9,Kaschmir Rundhalspullover,Feinstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-327
85301-6325,259.9,Kaschmir Rundhalspullover,Feinstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-328
85301-6330,259.9,Kaschmir Rundhalspullover,Feinstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-329
85301-6331,259.9,Kaschmir Rundhalspullover,Feinstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-330
85301-6353,259.9,Kaschmir Rundhalspullover,Feinstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-331
85301-6357,259.9,Kaschmir Rundhalspullover,Feinstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-332
85301-6370,259.9,Kaschmir Rundhalspullover,Feinstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-333
85301-6371,259.9,Kaschmir Rundhalspullover,Feinstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-334
85301-6373,259.9,Kaschmir Rundhalspullover,Feinstrick,,,Rundhalsausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rundhalspullover-w161-chde-335
85302-6305,279.9,Kaschmir Rollkragen-Pullover,Feinstrick,,,gerippter Rollkragen,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rollkragen-pullover-w161-chde-336
85302-6325,279.9,Kaschmir Rollkragen-Pullover,Feinstrick,,,gerippter Rollkragen,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rollkragen-pullover-w161-chde-337
85302-6330,279.9,Kaschmir Rollkragen-Pullover,Feinstrick,,,gerippter Rollkragen,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rollkragen-pullover-w161-chde-338
85302-6337,279.9,Kaschmir Rollkragen-Pullover,Feinstrick,,,gerippter Rollkragen,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rollkragen-pullover-w161-chde-339
85302-6357,279.9,Kaschmir Rollkragen-Pullover,Feinstrick,,,gerippter Rollkragen,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rollkragen-pullover-w161-chde-340
85302-6359,279.9,Kaschmir Rollkragen-Pullover,Feinstrick,,,gerippter Rollkragen,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rollkragen-pullover-w161-chde-341
85302-6373,279.9,Kaschmir Rollkragen-Pullover,Feinstrick,,,gerippter Rollkragen,lange Ärmel mit Rippbündchen,Rippstrickbündchen,,figurbetont gestrickter Pullover,körpernahe Passform,,,,,,,,,,,,45,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,kaschmir-rollkragen-pullover-w161-chde-342
85306-6305,289.9,Basic Kaschmir-Cardigan,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,durchgängige Knopfleiste,figurbetont gestrickter Cardigan,körpernahe Passform,,,,,,,,,,,,56,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,basic-kaschmir-cardigan-w161-chde-343
85306-6307,289.9,Basic Kaschmir-Cardigan,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,durchgängige Knopfleiste,figurbetont gestrickter Cardigan,körpernahe Passform,,,,,,,,,,,,56,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,basic-kaschmir-cardigan-w161-chde-344
85306-6325,289.9,Basic Kaschmir-Cardigan,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,durchgängige Knopfleiste,figurbetont gestrickter Cardigan,körpernahe Passform,,,,,,,,,,,,56,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,basic-kaschmir-cardigan-w161-chde-345
85306-6331,289.9,Basic Kaschmir-Cardigan,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,durchgängige Knopfleiste,figurbetont gestrickter Cardigan,körpernahe Passform,,,,,,,,,,,,56,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,basic-kaschmir-cardigan-w161-chde-346
85306-6337,289.9,Basic Kaschmir-Cardigan,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,durchgängige Knopfleiste,figurbetont gestrickter Cardigan,körpernahe Passform,,,,,,,,,,,,56,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,basic-kaschmir-cardigan-w161-chde-347
85306-6366,289.9,Basic Kaschmir-Cardigan,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,durchgängige Knopfleiste,figurbetont gestrickter Cardigan,körpernahe Passform,,,,,,,,,,,,56,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,basic-kaschmir-cardigan-w161-chde-348
85306-6370,289.9,Basic Kaschmir-Cardigan,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,durchgängige Knopfleiste,figurbetont gestrickter Cardigan,körpernahe Passform,,,,,,,,,,,,56,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,basic-kaschmir-cardigan-w161-chde-349
85306-6371,289.9,Basic Kaschmir-Cardigan,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,durchgängige Knopfleiste,figurbetont gestrickter Cardigan,körpernahe Passform,,,,,,,,,,,,56,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,basic-kaschmir-cardigan-w161-chde-350
85306-6373,289.9,Basic Kaschmir-Cardigan,Feinstrick,,,V-Ausschnitt mit Rippkante,lange Ärmel mit Rippbündchen,Rippstrickbündchen,durchgängige Knopfleiste,figurbetont gestrickter Cardigan,körpernahe Passform,,,,,,,,,,,,56,60,Handwäsche,unser Model ist 1.78m groß und trägt Größe 36/XS,100% Kaschmir,basic-kaschmir-cardigan-w161-chde-351
