sku,name,texture_knit,texture_woven,texture_shirt,neckline,sleeve_length,start_end,closure_front,cutting,fit,pockets,leather_details,slit,shoulder_finishing,pattern,fancy_yarn,detail_1,detail_2,detail_3,detail_4,detail_5,chest_width,length,care_info_short,model_wears,quality,url_key
70001-0307,Poncho en cachemire,Maille fine,,,Col bateau,"Côtés ouverts, sans emmanchures",,,Poncho en coupe pointue,"Forme ample, décontractée",,,,,,,,,,,,102,90,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-w161-fr-1
70001-0325,Poncho en cachemire,Maille fine,,,Col bateau,"Côtés ouverts, sans emmanchures",,,Poncho en coupe pointue,"Forme ample, décontractée",,,,,,,,,,,,102,90,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-w161-fr-2
70001-0330,Poncho en cachemire,Maille fine,,,Col bateau,"Côtés ouverts, sans emmanchures",,,Poncho en coupe pointue,"Forme ample, décontractée",,,,,,,,,,,,102,90,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-w161-fr-3
70001-0331,Poncho en cachemire,Maille fine,,,Col bateau,"Côtés ouverts, sans emmanchures",,,Poncho en coupe pointue,"Forme ample, décontractée",,,,,,,,,,,,102,90,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-w161-fr-4
70001-0337,Poncho en cachemire,Maille fine,,,Col bateau,"Côtés ouverts, sans emmanchures",,,Poncho en coupe pointue,"Forme ample, décontractée",,,,,,,,,,,,102,90,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-w161-fr-5
70001-0354,Poncho en cachemire,Maille fine,,,Col bateau,"Côtés ouverts, sans emmanchures",,,Poncho en coupe pointue,"Forme ample, décontractée",,,,,,,,,,,,102,90,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-w161-fr-6
70001-0370,Poncho en cachemire,Maille fine,,,Col bateau,"Côtés ouverts, sans emmanchures",,,Poncho en coupe pointue,"Forme ample, décontractée",,,,,,,,,,,,102,90,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-w161-fr-7
70001-0373,Poncho en cachemire,Maille fine,,,Col bateau,"Côtés ouverts, sans emmanchures",,,Poncho en coupe pointue,"Forme ample, décontractée",,,,,,,,,,,,102,90,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-w161-fr-8
70002-0305,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-9
70002-0307,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-10
70002-0311,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-11
70002-0318,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-12
70002-0325,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-13
70002-0330,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-14
70002-0331,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-15
70002-0337,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-16
70002-0354,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-17
70002-0357,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-18
70002-0359,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-19
70002-0366,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-20
70002-0371,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-21
70002-0373,Large écharpe en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,40,175,Lavage à la main,Taille unique,100% Cachemire,large-echarpe-en-cachemire-w161-fr-22
70003-0307,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-23
70003-0312,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-24
70003-0318,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-25
70003-0325,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-26
70003-0330,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-27
70003-0331,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-28
70003-0337,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-29
70003-0354,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-30
70003-0357,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-31
70003-0359,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-32
70003-0366,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-33
70003-0367,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-34
70003-0368,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-35
70003-0370,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-36
70003-0371,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-37
70003-0373,Châle en cachemire,Maille fine agréable,,,,,,,Châle tricoté,,,,,,,,,,,,,220,150,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-w161-fr-38
70005-0305,Grande écharpe en cachemire,Maille fine agréable,,,,,,,Écharpe tricotée,,,,,,,,,,,,,75,200,Lavage à la main,Taille unique,100% Cachemire,grande-echarpe-en-cachemire-w161-fr-39
70005-0307,Grande écharpe en cachemire,Maille fine agréable,,,,,,,Écharpe tricotée,,,,,,,,,,,,,75,200,Lavage à la main,Taille unique,100% Cachemire,grande-echarpe-en-cachemire-w161-fr-40
70005-0330,Grande écharpe en cachemire,Maille fine agréable,,,,,,,Écharpe tricotée,,,,,,,,,,,,,75,200,Lavage à la main,Taille unique,100% Cachemire,grande-echarpe-en-cachemire-w161-fr-41
70005-0359,Grande écharpe en cachemire,Maille fine agréable,,,,,,,Écharpe tricotée,,,,,,,,,,,,,75,200,Lavage à la main,Taille unique,100% Cachemire,grande-echarpe-en-cachemire-w161-fr-42
70005-0366,Grande écharpe en cachemire,Maille fine agréable,,,,,,,Écharpe tricotée,,,,,,,,,,,,,75,200,Lavage à la main,Taille unique,100% Cachemire,grande-echarpe-en-cachemire-w161-fr-43
70005-0376,Grande écharpe en cachemire,Maille fine agréable,,,,,,,Écharpe tricotée,,,,,,,,,,,,,75,200,Lavage à la main,Taille unique,100% Cachemire,grande-echarpe-en-cachemire-w161-fr-44
70006-0307,Écharpe en grosse maille en cachemire ,Grosse maille légère,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,85,200,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-grosse-maille-en-cachemire-w161-fr-45
70006-0312,Écharpe en grosse maille en cachemire ,Grosse maille légère,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,85,200,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-grosse-maille-en-cachemire-w161-fr-46
70006-0318,Écharpe en grosse maille en cachemire ,Grosse maille légère,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,85,200,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-grosse-maille-en-cachemire-w161-fr-47
70006-0325,Écharpe en grosse maille en cachemire ,Grosse maille légère,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,85,200,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-grosse-maille-en-cachemire-w161-fr-48
70006-0330,Écharpe en grosse maille en cachemire ,Grosse maille légère,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,85,200,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-grosse-maille-en-cachemire-w161-fr-49
70006-0331,Écharpe en grosse maille en cachemire ,Grosse maille légère,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,85,200,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-grosse-maille-en-cachemire-w161-fr-50
70006-0337,Écharpe en grosse maille en cachemire ,Grosse maille légère,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,85,200,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-grosse-maille-en-cachemire-w161-fr-51
70006-0354,Écharpe en grosse maille en cachemire ,Grosse maille légère,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,85,200,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-grosse-maille-en-cachemire-w161-fr-52
70006-0357,Écharpe en grosse maille en cachemire ,Grosse maille légère,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,85,200,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-grosse-maille-en-cachemire-w161-fr-53
70006-0359,Écharpe en grosse maille en cachemire ,Grosse maille légère,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,85,200,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-grosse-maille-en-cachemire-w161-fr-54
70006-0366,Écharpe en grosse maille en cachemire ,Grosse maille légère,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,85,200,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-grosse-maille-en-cachemire-w161-fr-55
70006-0373,Écharpe en grosse maille en cachemire ,Grosse maille légère,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,85,200,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-grosse-maille-en-cachemire-w161-fr-56
70008-0305,Écharpe en maille fine en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,28,175,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-maille-fine-en-cachemire-w161-fr-57
70008-0311,Écharpe en maille fine en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,28,175,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-maille-fine-en-cachemire-w161-fr-58
70008-0325,Écharpe en maille fine en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,28,175,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-maille-fine-en-cachemire-w161-fr-59
70008-0332,Écharpe en maille fine en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,28,175,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-maille-fine-en-cachemire-w161-fr-60
70008-0354,Écharpe en maille fine en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,28,175,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-maille-fine-en-cachemire-w161-fr-61
70008-0359,Écharpe en maille fine en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,28,175,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-maille-fine-en-cachemire-w161-fr-62
70008-0366,Écharpe en maille fine en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,28,175,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-maille-fine-en-cachemire-w161-fr-63
70008-0370,Écharpe en maille fine en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,28,175,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-maille-fine-en-cachemire-w161-fr-64
70008-0371,Écharpe en maille fine en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,28,175,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-maille-fine-en-cachemire-w161-fr-65
70008-0373,Écharpe en maille fine en cachemire,Maille fine,,,,,Bords côtelés,,Écharpe tricotée,,,,,,,,,,,,,28,175,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-maille-fine-en-cachemire-w161-fr-66
70009-0305,Écharpe en cachemire à franges,Maille fine,,,,,Ourlets frangés,,Écharpe tricotée,,,,,,,,,,,,,30,170,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-cachemire-franges-w161-fr-67
70009-0312,Écharpe en cachemire à franges,Maille fine,,,,,Ourlets frangés,,Écharpe tricotée,,,,,,,,,,,,,30,170,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-cachemire-franges-w161-fr-68
70009-0330,Écharpe en cachemire à franges,Maille fine,,,,,Ourlets frangés,,Écharpe tricotée,,,,,,,,,,,,,30,170,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-cachemire-franges-w161-fr-69
70009-0357,Écharpe en cachemire à franges,Maille fine,,,,,Ourlets frangés,,Écharpe tricotée,,,,,,,,,,,,,30,170,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-cachemire-franges-w161-fr-70
70009-0359,Écharpe en cachemire à franges,Maille fine,,,,,Ourlets frangés,,Écharpe tricotée,,,,,,,,,,,,,30,170,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-cachemire-franges-w161-fr-71
70009-0371,Écharpe en cachemire à franges,Maille fine,,,,,Ourlets frangés,,Écharpe tricotée,,,,,,,,,,,,,30,170,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-cachemire-franges-w161-fr-72
70009-0373,Écharpe en cachemire à franges,Maille fine,,,,,Ourlets frangés,,Écharpe tricotée,,,,,,,,,,,,,30,170,Lavage à la main,Taille unique,100% Cachemire,echarpe-en-cachemire-franges-w161-fr-73
72154-6331,Poncho imprimé,"Maille légère, imprimée",,,Col bateau,Sans emmanchures,,,Coupe rectangulaire,Ample et décontracté,,,,,,,Bord imprimé décoratif,,,,,75,70,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,poncho-imprime-w161-fr-74
72199-6307,Châle bicolore,Maille double et fine,,,,,Ourlet à franges,,Châle tricoté,,,,,,,,Bicolore,,,,,185,130,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,chale-bicolore-w161-fr-75
72199-6325,Châle bicolore,Maille double et fine,,,,,Ourlet à franges,,Châle tricoté,,,,,,,,Bicolore,,,,,185,130,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,chale-bicolore-w161-fr-76
72200-6313,Gants en cachemire,Maille fine agréable,,,,,"Bords larges, côtelés",,Gants tricotés,,,,,,,,Motif de petites incrustations de strass,,,,,8,26,Lavage à la main,Taille unique,100% Cachemire,gants-en-cachemire-w161-fr-77
72200-6325,Gants en cachemire,Maille fine agréable,,,,,"Bords larges, côtelés",,Gants tricotés,,,,,,,,Motif de petites incrustations de strass,,,,,8,26,Lavage à la main,Taille unique,100% Cachemire,gants-en-cachemire-w161-fr-78
72200-6332,Gants en cachemire,Maille fine agréable,,,,,"Bords larges, côtelés",,Gants tricotés,,,,,,,,Motif de petites incrustations de strass,,,,,8,26,Lavage à la main,Taille unique,100% Cachemire,gants-en-cachemire-w161-fr-79
72200-6359,Gants en cachemire,Maille fine agréable,,,,,"Bords larges, côtelés",,Gants tricotés,,,,,,,,Motif de petites incrustations de strass,,,,,8,26,Lavage à la main,Taille unique,100% Cachemire,gants-en-cachemire-w161-fr-80
72201-6307,Cape en cachemire,Grosse maille légère,,,,Emmanchures raglan,"Bords larges, côtelés",Ouvert devant avec ourlet côtelé large,Cape modèle rond,Ample et décontracté,,,,,,,,,,,,100,78,Lavage à la main,Taille unique,100% Cachemire,cape-en-cachemire-w161-fr-81
72201-6321,Cape en cachemire,Grosse maille légère,,,,Emmanchures raglan,"Bords larges, côtelés",Ouvert devant avec ourlet côtelé large,Cape modèle rond,Ample et décontracté,,,,,,,,,,,,100,78,Lavage à la main,Taille unique,100% Cachemire,cape-en-cachemire-w161-fr-82
72201-6325,Cape en cachemire,Grosse maille légère,,,,Emmanchures raglan,"Bords larges, côtelés",Ouvert devant avec ourlet côtelé large,Cape modèle rond,Ample et décontracté,,,,,,,,,,,,100,78,Lavage à la main,Taille unique,100% Cachemire,cape-en-cachemire-w161-fr-83
72201-6373,Cape en cachemire,Grosse maille légère,,,,Emmanchures raglan,"Bords larges, côtelés",Ouvert devant avec ourlet côtelé large,Cape modèle rond,Ample et décontracté,,,,,,,,,,,,100,78,Lavage à la main,Taille unique,100% Cachemire,cape-en-cachemire-w161-fr-84
72202-6307,Poncho en cachemire avec franges,Maille fine agréable,,,Col bateau,"Côtés ouverts, sans emmanchures",Ourlets frangés,,Coupe rectangulaire,Ample et décontracté,,,,,,,Tombé asymétrique,,,,,82,60,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-avec-franges-w161-fr-85
72202-6312,Poncho en cachemire avec franges,Maille fine agréable,,,Col bateau,"Côtés ouverts, sans emmanchures",Ourlets frangés,,Coupe rectangulaire,Ample et décontracté,,,,,,,Tombé asymétrique,,,,,82,60,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-avec-franges-w161-fr-86
72202-6318,Poncho en cachemire avec franges,Maille fine agréable,,,Col bateau,"Côtés ouverts, sans emmanchures",Ourlets frangés,,Coupe rectangulaire,Ample et décontracté,,,,,,,Tombé asymétrique,,,,,82,60,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-avec-franges-w161-fr-87
72202-6325,Poncho en cachemire avec franges,Maille fine agréable,,,Col bateau,"Côtés ouverts, sans emmanchures",Ourlets frangés,,Coupe rectangulaire,Ample et décontracté,,,,,,,Tombé asymétrique,,,,,82,60,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-avec-franges-w161-fr-88
72202-6330,Poncho en cachemire avec franges,Maille fine agréable,,,Col bateau,"Côtés ouverts, sans emmanchures",Ourlets frangés,,Coupe rectangulaire,Ample et décontracté,,,,,,,Tombé asymétrique,,,,,82,60,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-avec-franges-w161-fr-89
72202-6332,Poncho en cachemire avec franges,Maille fine agréable,,,Col bateau,"Côtés ouverts, sans emmanchures",Ourlets frangés,,Coupe rectangulaire,Ample et décontracté,,,,,,,Tombé asymétrique,,,,,82,60,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-avec-franges-w161-fr-90
72202-6337,Poncho en cachemire avec franges,Maille fine agréable,,,Col bateau,"Côtés ouverts, sans emmanchures",Ourlets frangés,,Coupe rectangulaire,Ample et décontracté,,,,,,,Tombé asymétrique,,,,,82,60,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-avec-franges-w161-fr-91
72202-6357,Poncho en cachemire avec franges,Maille fine agréable,,,Col bateau,"Côtés ouverts, sans emmanchures",Ourlets frangés,,Coupe rectangulaire,Ample et décontracté,,,,,,,Tombé asymétrique,,,,,82,60,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-avec-franges-w161-fr-92
72202-6370,Poncho en cachemire avec franges,Maille fine agréable,,,Col bateau,"Côtés ouverts, sans emmanchures",Ourlets frangés,,Coupe rectangulaire,Ample et décontracté,,,,,,,Tombé asymétrique,,,,,82,60,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-avec-franges-w161-fr-93
72202-6373,Poncho en cachemire avec franges,Maille fine agréable,,,Col bateau,"Côtés ouverts, sans emmanchures",Ourlets frangés,,Coupe rectangulaire,Ample et décontracté,,,,,,,Tombé asymétrique,,,,,82,60,Lavage à la main,Taille unique,100% Cachemire,poncho-en-cachemire-avec-franges-w161-fr-94
72204-6313,Châle en cachemire à strass,Maille fine,,,,,,,Châle tricoté,,,,,,,,Motif de petites incrustations de strass,,,,,185,130,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-strass-w161-fr-95
72204-6325,Châle en cachemire à strass,Maille fine,,,,,,,Châle tricoté,,,,,,,,Motif de petites incrustations de strass,,,,,185,130,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-strass-w161-fr-96
72204-6332,Châle en cachemire à strass,Maille fine,,,,,,,Châle tricoté,,,,,,,,Motif de petites incrustations de strass,,,,,185,130,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-strass-w161-fr-97
72204-6359,Châle en cachemire à strass,Maille fine,,,,,,,Châle tricoté,,,,,,,,Motif de petites incrustations de strass,,,,,185,130,Lavage à la main,Taille unique,100% Cachemire,chale-en-cachemire-strass-w161-fr-98
72205-6313,Bonnet en cachemire,Maille fine agréable,,,,,Bord large et élastique,,Bonnet tricoté,Décontracté,,,,,,,Motif de petites incrustations de strass,,,,,23,29,Lavage à la main,Taille unique,100% Cachemire,bonnet-en-cachemire-w161-fr-99
72205-6325,Bonnet en cachemire,Maille fine agréable,,,,,Bord large et élastique,,Bonnet tricoté,Décontracté,,,,,,,Motif de petites incrustations de strass,,,,,23,29,Lavage à la main,Taille unique,100% Cachemire,bonnet-en-cachemire-w161-fr-100
72205-6332,Bonnet en cachemire,Maille fine agréable,,,,,Bord large et élastique,,Bonnet tricoté,Décontracté,,,,,,,Motif de petites incrustations de strass,,,,,23,29,Lavage à la main,Taille unique,100% Cachemire,bonnet-en-cachemire-w161-fr-101
72205-6359,Bonnet en cachemire,Maille fine agréable,,,,,Bord large et élastique,,Bonnet tricoté,Décontracté,,,,,,,Motif de petites incrustations de strass,,,,,23,29,Lavage à la main,Taille unique,100% Cachemire,bonnet-en-cachemire-w161-fr-102
72212-6307,Cape en maille fine,Maille fine,,,,"Côtés ouverts, sans emmanchures",Bords côtelés,Ouvert devant avec ourlet côtelé large,Cape tricotée rectangulaire,Ample et décontracté,,,,,,,,,,,,80,92,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,cape-en-maille-fine-w161-fr-103
72212-6321,Cape en maille fine,Maille fine,,,,"Côtés ouverts, sans emmanchures",Bords côtelés,Ouvert devant avec ourlet côtelé large,Cape tricotée rectangulaire,Ample et décontracté,,,,,,,,,,,,80,92,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,cape-en-maille-fine-w161-fr-104
72212-6330,Cape en maille fine,Maille fine,,,,"Côtés ouverts, sans emmanchures",Bords côtelés,Ouvert devant avec ourlet côtelé large,Cape tricotée rectangulaire,Ample et décontracté,,,,,,,,,,,,80,92,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,cape-en-maille-fine-w161-fr-105
72212-6337,Cape en maille fine,Maille fine,,,,"Côtés ouverts, sans emmanchures",Bords côtelés,Ouvert devant avec ourlet côtelé large,Cape tricotée rectangulaire,Ample et décontracté,,,,,,,,,,,,80,92,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,cape-en-maille-fine-w161-fr-106
72212-6357,Cape en maille fine,Maille fine,,,,"Côtés ouverts, sans emmanchures",Bords côtelés,Ouvert devant avec ourlet côtelé large,Cape tricotée rectangulaire,Ample et décontracté,,,,,,,,,,,,80,92,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,cape-en-maille-fine-w161-fr-107
72213-6307,Châle à franges,Maille fine,,,,,Bordures frangées,,Châle tricoté,,,,,,,,,,,,,185,130,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,chale-franges-w161-fr-108
72213-6312,Châle à franges,Maille fine,,,,,Bordures frangées,,Châle tricoté,,,,,,,,,,,,,185,130,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,chale-franges-w161-fr-109
72213-6321,Châle à franges,Maille fine,,,,,Bordures frangées,,Châle tricoté,,,,,,,,,,,,,185,130,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,chale-franges-w161-fr-110
72213-6325,Châle à franges,Maille fine,,,,,Bordures frangées,,Châle tricoté,,,,,,,,,,,,,185,130,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,chale-franges-w161-fr-111
72213-6331,Châle à franges,Maille fine,,,,,Bordures frangées,,Châle tricoté,,,,,,,,,,,,,185,130,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,chale-franges-w161-fr-112
72213-6357,Châle à franges,Maille fine,,,,,Bordures frangées,,Châle tricoté,,,,,,,,,,,,,185,130,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,chale-franges-w161-fr-113
72213-6359,Châle à franges,Maille fine,,,,,Bordures frangées,,Châle tricoté,,,,,,,,,,,,,185,130,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,chale-franges-w161-fr-114
72213-6373,Châle à franges,Maille fine,,,,,Bordures frangées,,Châle tricoté,,,,,,,,,,,,,185,130,Lavage à la main,Taille unique,80% Laine / 20% Cachemire,chale-franges-w161-fr-115
72216-6307,Poncho en maille fine,Maille fine,,,Col bateau,Côtés fixés avec emmanchures,"Bords larges, côtelés",,Coupe rectangulaire,Ample et décontracté,,,,,,,,,,,,86,66,Lavage à la main,Taille unique,100% Cachemire,poncho-en-maille-fine-w161-fr-116
72216-6321,Poncho en maille fine,Maille fine,,,Col bateau,Côtés fixés avec emmanchures,"Bords larges, côtelés",,Coupe rectangulaire,Ample et décontracté,,,,,,,,,,,,86,66,Lavage à la main,Taille unique,100% Cachemire,poncho-en-maille-fine-w161-fr-117
